Iteration,ExecutionTime
947,1.787500000000053e-05
948,1.8124999999979963e-05
949,1.8167000000013367e-05
950,2.3415999999998327e-05
951,2.345900000000345e-05
952,2.2582999999964937e-05
953,1.808300000000207e-05
954,1.8249999999997435e-05
955,1.8124999999979963e-05
956,1.82909999999481e-05
957,1.8167000000013367e-05
958,1.8124999999979963e-05
959,1.7916999999978422e-05
960,2.2874999999977774e-05
961,2.154200000004103e-05
962,2.0458000000000975e-05
963,1.841700000004831e-05
964,1.820900000004677e-05
965,1.7957999999984597e-05
966,1.7957999999984597e-05
967,1.7790999999989232e-05
968,1.766600000002727e-05
969,1.7750000000038568e-05
970,2.2584000000047677e-05
971,2.2041000000028177e-05
972,1.966700000000099e-05
973,1.8708999999950127e-05
974,1.787500000000053e-05
975,1.8041999999995895e-05
976,1.8291999999975328e-05
977,1.8124999999979963e-05
978,1.7957999999984597e-05
979,1.808300000000207e-05
980,2.3624999999971585e-05
981,2.2000000000022002e-05
982,2.0458000000000975e-05
983,1.8499999999976868e-05
984,1.820900000004677e-05
985,1.7957999999984597e-05
986,1.8167000000013367e-05
987,1.8000000000018e-05
988,1.8041999999995895e-05
989,1.7625000000021096e-05
990,2.2542000000014273e-05
991,2.283299999999988e-05
992,2.24169999999968e-05
993,1.787500000000053e-05
994,1.7916999999978422e-05
995,1.7749999999983057e-05
996,1.8124999999979963e-05
997,1.7958999999956315e-05
998,1.8208000000019542e-05
999,1.7749999999983057e-05
